well-behaved WGD
fit_plot_Boswellia sacra_FCCA_1.0,High
fit_plot_Kochia scoparia_WGET_1.0,High
fit_plot_Unknown_RHAU_1.0,High
fit_plot_Typha latifolia_BRUD_1.0,Medium
fit_plot_Pleurotaenium trabecula_MOYY_1.0,High
fit_plot_Unknown_VDKG_1.0,High
fit_plot_Ipomoea hederacea_QSLH_1.0,Medium
fit_plot_Huperzia squarrosa_GAON_1.0,High
fit_plot_Synura sp._VKVG_1.0,High
fit_plot_Schizolaena sp._WMUK_1.0,High
fit_plot_Alangium chinense_FWBF_1.0,High
fit_plot_Asplenium nidus_PSKY_1.0,Medium
fit_plot_Unknown_ZFXU_1.0,High
fit_plot_Bryopsis plumosa_JTIG_1.0,High
fit_plot_Unknown_XHHU_1.0,High
fit_plot_Rhodomonas sp._IAYV_1.0,High
fit_plot_Sesuvium portulacastrum_HZTS_1.0,High
fit_plot_Microspora cf. tumidula_FOYQ_1.0,High
fit_plot_Pinus jeffreyi_MFTM_1.0,High
fit_plot_Ascarina rubricaulis_WZFE_1.0,Medium
fit_plot_Colpomenia sinuosa_QLMZ_1.0,High
fit_plot_Unknown_RQUG_1.0,High
fit_plot_Punctaria latifolia_ASZK_1.0,High
fit_plot_Uncarina grandidieri_ZRIN_1.0,High
fit_plot_Amaranthus tricolor_XSSD_1.0,High
fit_plot_Gentiana acaulis_ECTD_1.0,High
fit_plot_Fouquieria macdougalii_YSRZ_1.0,High
fit_plot_Gleditsia triacanthos_GEHT_1.0,High
fit_plot_Rhodiola rosea_ZJUL_1.0,High
fit_plot_Manihot grahamii_XNLP_1.0,High
fit_plot_Metasequoia glyptostroboides_NRXL_1.0,High
fit_plot_Rhodochaete parvula_JJZR_1.0,High
fit_plot_Grateloupia livida_IKIZ_1.0,High
fit_plot_Idiospermum australiense_WPHN_1.0,High
fit_plot_Unknown_QNPH_1.0,High
fit_plot_Physena madagascariensis_RUUB_1.0,High
fit_plot_Ilex sp._DFYF_1.0,High
fit_plot_Lonicera japonica_GSZA_1.0,Medium
fit_plot_Huperzia lucidula_GKAG_1.0,Medium
fit_plot_Aulacomnium heterostichum_WNGH_1.0,High
fit_plot_Oxera neriifolia_GNPX_1.0,High
fit_plot_Gloriosa superba_GDKK_1.0,High
fit_plot_Sphagnum recurvum_UHLI_1.0,High
fit_plot_Anemone hupehensis_ZUHO_1.0,High
fit_plot_Lagerstroemia indica_RJNQ_1.0,High
fit_plot_Kadsura heteroclita_NWMY_1.0,High
fit_plot_Solanum ptychanthum_DLJZ_1.0,High
fit_plot_Meliosma cuneifolia_AALA_1.0,High
fit_plot_Phormium tenax_FCEL_1.0,High
fit_plot_Heracleum lanatum_CWYJ_1.0,High
fit_plot_Colchicum autumnale_NHIX_1.0,High
fit_plot_Lycopodiella appressa_ULKT_1.0,High
fit_plot_Stemona tuberosa_VBHQ_1.0,High
fit_plot_Selaginella acanthonota_ZYCD_1.0,High
fit_plot_Vitex agnus-castus_DMLT_1.0,Medium
fit_plot_Planophila laetevirens_CBNG_1.0,High
fit_plot_Synsepalum dulcificum_WRPP_1.0,High
fit_plot_Schlegelia violacea_EDXZ_1.0,High
fit_plot_Anemone pulsatilla_UPOG_1.0,High
fit_plot_Hydrocotyle umbellata_OINM_1.0,Medium
fit_plot_Dolichomastix tenuilepis_XOAL_1.0,Medium
fit_plot_Selaginella wallacei_JKAA_1.0,High
fit_plot_Rehmannia glutinosa_OWAS_1.0,High
fit_plot_Brugmansia sanguinea_AIOU_1.0,High
fit_plot_Ardisia revoluta_DAAD_1.0,High
fit_plot_Glycyrrhiza glabra_PEZP_1.0,High
fit_plot_Pittosporum sahnianum_NTEO_1.0,High
fit_plot_Unknown_LEMW_1.0,High
fit_plot_Unknown_CBJR_1.0,High
fit_plot_Symphoricarpos sp._CAQZ_1.0,Medium
fit_plot_Daenikera sp._BSEY_1.0,High
fit_plot_Prymnesium parvum_LXRN_1.0,High
fit_plot_Coccomyxa pringsheimii_GXBM_1.0,High
fit_plot_Actinidia chinensis_QAUE_1.0,Low
fit_plot_Astragalus propinquus_MYMP_1.0,High
fit_plot_Rhizophora mangle_ZTLR_1.0,High
fit_plot_Microbiota decussata_XQSG_1.0,High
fit_plot_Flaveria vaginata_HXCD_1.0,High
fit_plot_Xanthocercis zambesiaca_ZSSR_1.0,High
fit_plot_Unknown_POZS_1.0,Low
fit_plot_Lobelia siphilitica_IZLO_1.0,Medium
fit_plot_Sabal bermudana_HWUP_1.0,Low
fit_plot_Geranium maculatum_YGCX_1.0,Low
fit_plot_Olea europaea_TORX_1.0,Medium
fit_plot_Berberidopsis beckleri_HAEU_1.0,Medium
fit_plot_Salix sachalinensis_TDTF_1.0,High
fit_plot_Brodiaea sierrae_IXEM_1.0,High
fit_plot_Unknown_FROP_1.0,Medium
fit_plot_Unknown_GMHZ_1.0,High
fit_plot_Rhododendron scopulorum_PPPZ_1.0,High
fit_plot_Marchantia paleacea_HMHL_1.0,High
fit_plot_Mansoa alliacea_TKEK_1.0,Medium
fit_plot_Bougainvillea spectabilis_JAFJ_1.0,High
fit_plot_Grateloupia catenata_PYDB_1.0,High
fit_plot_Salix acutifolia_INQX_1.0,Low
fit_plot_Unknown_IRAF_1.0,High
fit_plot_Sarcandra glabra_OSHQ_1.0,Low
fit_plot_Mapania palustris_XPAF_1.0,High
fit_plot_Racomitrium varium_RDOO_1.0,High
fit_plot_Ehretia acuminata_EMAL_1.0,High
fit_plot_Convolvulus arvensis_CPOC_1.0,Medium
fit_plot_Glycyrrhiza lepidota_JTQQ_1.0,High
fit_plot_Strelitzia reginae_UOEL_1.0,Low
fit_plot_Sideroxylon reclinatum_OXYP_1.0,High
fit_plot_Platycladus orientalis_BUWV_1.0,High
fit_plot_Buddleja sp._GRFT_1.0,High
fit_plot_Eremosphaera viridis_MNCB_1.0,Medium
fit_plot_Juncus inflexus_CIEA_1.0,Low
fit_plot_Unknown_LYPZ_1.0,High
fit_plot_Flaveria kochiana_QXWF_1.0,High
fit_plot_Unknown_EVOD_1.0,Medium
fit_plot_Cylindrocystis sp._VAZE_1.0,High
fit_plot_Helonias bullata_OOSO_1.0,High
fit_plot_Lindsaea linearis_NOKI_1.0,Medium
fit_plot_Celtis occidentalis_KYAD_1.0,High
fit_plot_Pholisma arenarium_HANM_1.0,Medium
fit_plot_Fokienia hodginsii_UEVI_1.0,High
fit_plot_Spermatozopsis exsultans_MXDS_1.0,High
fit_plot_Coleochaete scutata_VQBJ_1.0,High
fit_plot_Pseudotaxiphyllum elegans_QKQO_1.0,Medium
fit_plot_Lonchitis hirsuta_VVRN_1.0,High
fit_plot_Chlorella minutissima_MWAN_1.0,High
fit_plot_Solanum sisymbriifolium_NMDZ_1.0,High
fit_plot_Gymnocladus dioicus_QZXQ_1.0,High
fit_plot_Anomodon attenuatus_QMWB_1.0,Medium
fit_plot_Flaveria palmeri_NVSO_1.0,High
fit_plot_Balanophora fungosa_STKY_1.0,High
fit_plot_Drypetes deplanchei_RVGH_1.0,High
fit_plot_Gompholobium polymorphum_VLNB_1.0,High
fit_plot_Leucodon julaceus_IGUH_1.0,Low
fit_plot_Unknown_XAYK_1.0,High
fit_plot_Salix eriocephala_GLVK_1.0,High
fit_plot_Unknown_YFQX_1.0,Medium
fit_plot_Sargassum hemiphyllum_VYER_1.0,Low
fit_plot_Schistochila sp._LGOW_1.0,Low
fit_plot_Plagiomnium insigne_BGXB_1.0,High
fit_plot_Galax urceolata_UFHF_1.0,High
fit_plot_Nepenthes alata_WQUF_1.0,High
fit_plot_Anthoceros agrestis_TWUW_1.0,High
fit_plot_Unknown_VJPU_1.0,High
fit_plot_Galium boreale_WQRD_1.0,Low
fit_plot_Diphasiastrum digitatum_WAFT_1.0,Medium
fit_plot_Volvox aureus_WRSL_1.0,High
fit_plot_Gonatozygon kinahanii_KEYW_1.0,High
fit_plot_Unknown_BIDT_1.0,High
fit_plot_Linum grandiflorum_MYVH_1.0,Medium
fit_plot_Salix fargesii_RZTJ_1.0,Medium
fit_plot_Mougeotia sp._ZRMT_1.0,Medium
fit_plot_Salix purpurea_LFOG_1.0,High
fit_plot_Juniperus scopulorum_XMGP_1.0,High
fit_plot_Glaucosphaera vacuolata_RSOF_1.0,High
fit_plot_Unknown_VYDM_1.0,Medium
fit_plot_Reseda odorata_SWPE_1.0,High
fit_plot_Ipomoea nil_NHAG_1.0,Medium
fit_plot_Spergularia media_TJES_1.0,Low
fit_plot_Orchidantha maxillarioides_LSKK_1.0,High
fit_plot_Selaginella apoda_LGDQ_1.0,High
fit_plot_Dicranum scoparium_NGTD_1.0,High
fit_plot_Aextoxicon punctatum_QUTB_1.0,Medium
fit_plot_Senna hebecarpa_KZED_1.0,High
fit_plot_Datura metel_JNVS_1.0,High
fit_plot_Lomandra longifolia_MUMD_1.0,Medium
fit_plot_Frullania sp._TGKW_1.0,High
fit_plot_Sassafras albidum_ABSS_1.0,High
fit_plot_Ilex paraguariensis_SXML_1.0,Medium
fit_plot_Laurelia sempervirens_WAIL_1.0,High
fit_plot_Physcomitrium sp._YEPO_1.0,High
fit_plot_Pereskia aculeata_JLOV_1.0,Low
fit_plot_Salix viminalis_KKDQ_1.0,High
fit_plot_Cyrilla racemiflora_YZGX_1.0,Low
fit_plot_Pallavicinia lyellii_YFGP_1.0,High
fit_plot_Symplocos tinctoria_JPDJ_1.0,High
fit_plot_Polyscias fruticosa_EDBB_1.0,High
fit_plot_Canna sp._TZNS_1.0,High
fit_plot_Lycopodium deuterodensum_PQTO_1.0,Medium
fit_plot_Codariocalyx motorius_SUAK_1.0,Medium
fit_plot_Blutaparon vermiculare_CUTE_1.0,Medium
fit_plot_Silene latifolia_FZQN_1.0,Medium
fit_plot_Oxalis sp._JHCN_1.0,Medium
fit_plot_Chamaecyparis lawsoniana_AIGO_1.0,High
fit_plot_Cleome viscosa_UPZX_1.0,High
fit_plot_Adiantum raddianum_BMJR_1.0,High
fit_plot_Ulmus alata alata_CQMG_1.0,High
fit_plot_Diospyros malabarica_KVFU_1.0,High
fit_plot_Aspenium sp._BMIF_1.0,High
fit_plot_Ardisia humilis_ODDO_1.0,High
fit_plot_Chondrus crispus_UGPM_1.0,High
fit_plot_Persea borbonia_WIGA_1.0,High
fit_plot_Ipomoea quamoclit_ALUC_1.0,High
fit_plot_Cinnamomum camphora_BCGB_1.0,High
fit_plot_Phytolacca americana_BKQU_1.0,High
fit_plot_Talinum sp._LKKX_1.0,Medium
fit_plot_Cosmarium ochthodes_HJVM_1.0,Medium
fit_plot_Staurodesmus convergens_WCQU_1.0,High
fit_plot_Porella navicularis_KRUQ_1.0,High
fit_plot_Volvox aureus_JWGT_1.0,High
fit_plot_Saruma henryi_QDVW_1.0,Low
fit_plot_Unknown_PJSX_1.0,Medium
fit_plot_Unknown_SJEV_1.0,High
fit_plot_Huperzia myrsinites_CBAE_1.0,High
fit_plot_Cornus florida_BFJL_1.0,High
fit_plot_Unknown_ZJRC_1.0,High
fit_plot_Ochna mossambicensis_TVCU_1.0,High
fit_plot_Ipomoea purpurea_VXKB_1.0,Medium
fit_plot_Buxbaumia aphylla_HRWG_1.0,Medium
fit_plot_Linum bienne_OODC_1.0,High
fit_plot_Copaifera officinalis_RKLL_1.0,High
fit_plot_Cyperus papyrus_PWSG_1.0,High
fit_plot_Garcinia oblongifolia_FWCQ_1.0,High
fit_plot_Pinus parviflora_IIOL_1.0,High
fit_plot_Azolla cf. caroliniana_CVEG_1.0,Medium
fit_plot_Ipomoea indica_OQBM_1.0,Medium
fit_plot_Camptotheca acuminata_XONJ_1.0,High
fit_plot_Mesotaenium kramstae_NBYP_1.0,Medium
fit_plot_Platycodon grandiflorus_IHPC_1.0,Low
fit_plot_Manilkara zapota_BEFC_1.0,High
fit_plot_Jacquinia sp._PTFA_1.0,High
fit_plot_Pseudotsuga wilsoniana_IOVS_1.0,High
fit_plot_Tetrazygia bicolor_SWGX_1.0,High
fit_plot_Lennoa madreporoides_SMUR_1.0,Low
fit_plot_Pinus radiata_DZQM_1.0,High
fit_plot_Passiflora edulis_EZZT_1.0,High
fit_plot_Austrocedrus chilensis_YYPE_1.0,High
fit_plot_Unknown_RQNK_1.0,Low
fit_plot_Nyssa ogeche_VUSY_1.0,High
fit_plot_Francoa appendiculata_HDWF_1.0,High
fit_plot_Gleditsia sinensis_VHZV_1.0,High
fit_plot_Yucca filamentosa_ICNN_1.0,Medium
fit_plot_Digitalis purpurea_GNRI_1.0,Low
fit_plot_Ipomoea lobata_IZNU_1.0,Medium
fit_plot_Calocedrus decurrens_FRPM_1.0,High
fit_plot_Hydrangea quercifolia_ZETY_1.0,High
fit_plot_Gyrostemon ramulosus_UAXP_1.0,High
fit_plot_Gracilaria chouae_FTRP_1.0,High
fit_plot_Urtica dioica_WKCY_1.0,High
